694.812327 260.713499
587.822203 233.011506
351.638138 119.431921
419.880735 784.727170
358.001296 180.473092
138.283765 754.041347
601.190216 915.522574
148.758775 165.374819
98.951483 63.996987
389.163151 874.672801
56.142378 501.975160
942.385406 694.296360
877.084091 788.107066
576.251978 267.686060
21.016018 804.124183
861.151464 715.828345
64.837682 448.973667
948.839851 416.475820
568.405588 368.720586
201.202990 926.406885
549.193678 339.486756
680.448231 150.383893
255.009329 829.207007
315.758713 353.960812
893.203994 704.921864
228.633613 949.346372
206.897023 171.019019
643.642731 83.981114
959.126085 219.894709
351.667174 980.142103
24.018892 212.818638
695.970448 88.856573
661.792305 644.810299
505.332394 230.197894
13.530884 706.535384
156.604778 562.724562
46.022139 837.053009
713.108456 301.031468
666.260016 28.867168
654.992280 559.464010
733.789032 883.625893
508.810381 940.686055
54.644912 152.453112
24.667169 13.770996
372.347821 376.334343
993.913100 396.366713
589.152981 689.883548
485.223287 250.945286
334.693846 990.555680
481.143179 348.224730
697.091064 637.747957
910.949293 743.113203
474.800966 624.057748
44.144670 141.060981
652.924917 699.136951
700.524991 386.713949
582.762844 209.335372
327.400004 637.407756
361.788485 352.067173
651.178752 734.136306
728.401516 645.091852
130.503019 317.554496
334.975399 615.726305
568.499782 669.669245
606.281985 49.642961
17.893975 303.373049
687.390918 928.843267
46.486251 162.191884
552.901015 90.630922
303.252866 205.825932
789.767873 3.777857
592.539881 372.530717
213.113229 919.939885
9.938472 574.901714
272.007058 661.117224
309.038020 0.408573
306.209075 439.541039
317.963069 641.184474
55.267344 886.462851
310.853718 661.549329
936.105811 328.747693
964.922378 623.496729
257.590960 11.408628
785.688613 810.491975
102.039550 88.941479
16.317907 891.807423
92.719336 608.857788
264.338140 305.832565
528.797672 274.276612
880.734280 800.804730
935.393836 189.772299
801.213303 241.602911
629.313338 119.176372
882.787385 684.580682
5.639222 193.641103
346.130011 941.745033
522.388797 311.052389
565.241763 779.979757
322.461018 350.930376
590.471732 424.500568
439.871855 606.789639
316.307991 532.591191
215.647427 580.646131
838.423756 744.445099
854.922743 719.158036
545.249829 790.316579
908.930335 346.463131
31.919491 538.243673
465.639503 914.706876
222.824355 471.278725
108.347979 568.954366
413.023758 630.736776
880.006755 978.265521
410.716532 202.467772
329.195896 1.188264
626.968340 769.067751
607.977903 943.276331
301.658942 823.625330
523.922462 140.082698
568.070428 378.845205
859.240734 113.320257
169.161784 768.171069
459.783388 201.081275
306.414741 925.422891
115.788151 529.239096
396.701615 224.136130
98.193462 809.725374
854.872906 978.200217
787.990894 265.589439
180.667989 117.186790
266.777703 807.636329
886.254542 874.755606
750.912660 187.913483
698.380935 274.835122
327.996181 266.451363
653.680327 187.236914
379.771620 822.842112
955.407983 839.555008
23.923386 261.822724
764.977899 139.711537
791.061820 161.679514
363.847667 889.255282
971.404888 218.720573
867.455499 759.395782
484.310011 48.123488
876.582572 751.087714
855.759817 762.837113
625.843319 606.672477
950.750596 324.224254
881.507599 278.746777
590.675617 535.187926
465.983692 970.447238
358.030037 421.391675
810.002246 381.953424
683.214399 574.980145
521.664960 474.276219
736.659659 885.512627
363.531501 708.064547
104.233199 230.986999
467.460329 588.543210
279.110487 344.042901
339.630924 134.870304
106.880014 965.474243
741.542781 57.630610
289.698497 623.050380
336.377387 880.374114
158.238305 802.361079
850.821352 516.268343
223.752754 660.823597
898.221767 906.967153
235.803742 419.886726
381.243372 972.463401
305.399353 744.774872
680.527947 409.632552
975.761872 147.988276
998.175763 254.872359
492.031177 337.806686
389.742663 598.911191
303.280929 131.285444
656.541800 592.979426
754.335824 992.919188
473.353540 912.574129
795.280267 324.174892
428.842472 19.033020
984.998489 327.064238
926.000173 220.802230
746.950964 307.243544
193.265630 52.350317
52.018417 873.793578
461.982869 27.780288
21.781853 460.158631
282.652647 513.813030
797.965318 672.395311
112.724220 101.246246
803.680755 769.266021
694.225672 558.016578
762.185209 167.579212
470.590707 557.465475
491.754104 899.433179
576.498496 476.752593
